As of Date	Cusip	ISIN number	Description	Ticker	Country	Region	Currency	Coupon	Maturity Date	Face Value Local	Face Value USD	Market Value Local	Market Value USD	Weight	Rating	Effective Yield	Mod Duration
7/1/2021	04RFPUXX	PHY6972FRU66	Philippines (Re	EMAD	PH	Emerging Markets	PHP	5.75	8/16/2037	38159.6	781.7	13.2	0.3	0.018	BBB2	4.81	10.55
7/1/2021	04UX1UXX	PHY6972FML13	Philippines (Re	EMAD	PH	Emerging Markets	PHP	8	9/30/2035	62220.4	1274.6	26.2	0.5	0.03578	BBB2	4.59	9.22
7/1/2021	05I4LNXX	PHY6972FSE16	Philippines (Re	EMAD	PH	Emerging Markets	PHP	5.88	3/1/2032	132682	2718.1	46.7	1	0.06383	BBB2	4.21	8.08
7/1/2021	05ITWSXX	PHY6972FPV67	Philippines (Re	EMAD	PH	Emerging Markets	PHP	8	7/19/2031	255837.2	5241	108.9	2.2	0.14879	BBB2	3.75	7.22
7/1/2021	05J54NXX	PHY6972FQJ21	Philippines (Re	EMAD	PH	Emerging Markets	PHP	7.63	9/29/2036	32186.4	659.4	13.2	0.3	0.01798	BBB2	4.71	9.7
7/1/2021	05CKG6XX	PHY6972FRD42	Philippines (Re	EMAD	PH	Emerging Markets	PHP	6.13	10/24/2037	179131.6	3669.6	63.5	1.3	0.08674	BBB2	4.86	10.62
7/1/2021	059W1YXX	PHY6972FHF00	Philippines (Re	EMAD	PH	Emerging Markets	PHP	9.5	12/4/2028	17032.3	348.9	7.3	0.1	0.00995	BBB2	3.53	5.69
7/1/2021	05G2NYXX	PHY6972FSC59	Philippines (Re	EMAD	PH	Emerging Markets	PHP	5.38	3/1/2027	42534.7	871.3	14.5	0.3	0.01988	BBB2	3.22	4.91
7/1/2021	05G2WGXX	PHY6972FSD33	Philippines (Re	EMAD	PH	Emerging Markets	PHP	5.88	2/2/2032	35530.3	727.9	12.8	0.3	0.01744	BBB2	4.13	7.89
7/1/2021	05ORDFXX	PHY6972FGG91	Philippines (Re	EMAD	PH	Emerging Markets	PHP	11.25	1/26/2031	11044.9	226.3	5.5	0.1	0.00754	BBB2	3.88	6.52
7/1/2021	05MF0BXX	PHY6972FEW69	Philippines (Re	EMAD	PH	Emerging Markets	PHP	8.5	11/29/2032	46008.3	942.5	19.5	0.4	0.02669	BBB2	4.28	7.93
7/1/2021	05MFYQXX	PHY6972FRE25	Philippines (Re	EMAD	PH	Emerging Markets	PHP	5.75	9/27/2032	20254.1	414.9	7.1	0.1	0.00972	BBB2	4.26	8.34
7/1/2021	05WGHZXX	PHY6972FTM23	Philippines (Re	EMAD	PH	Emerging Markets	PHP	4	12/6/2022	56940.7	1166.5	18	0.4	0.02466	BBB2	1.76	1.39
7/1/2021	05S9Y3XX	PHY6972FKF62	Philippines (Re	EMAD	PH	Emerging Markets	PHP	9.25	11/5/2034	28054.6	574.7	12.8	0.3	0.01747	BBB2	4.49	8.64
7/1/2021	074OLCXX	PHY6972FTW05	Philippines (Re	EMAD	PH	Emerging Markets	PHP	3.63	3/21/2033	89250.4	1828.3	26.1	0.5	0.03564	BBB2	4.24	9.28
7/1/2021	05TA6AXX	PHY6972FLS74	Philippines (Re	EMAD	PH	Emerging Markets	PHP	8.75	5/27/2030	72412.6	1483.4	30.8	0.6	0.04206	BBB2	3.71	6.62
7/1/2021	05THY7XX	US718286BX44	Philippines (Re	EMAD	PH	Emerging Markets	PHP	3.9	11/26/2022	30800	631	9.5	0.2	0.01302	BBB2	3.44	1.35
7/1/2021	05R62EXX	US718286BM88	Philippines (Re	EMAD	PH	Emerging Markets	PHP	6.25	1/14/2036	54770	1122	20.5	0.4	0.028	BBB2	4.45	9.74
7/1/2021	241ALFXX	PHY6972FXZ89	Philippines (Re	EMAD	PH	Emerging Markets	PHP	4.5	4/20/2024	55097	1128.7	18	0.4	0.02461	BBB2	2.36	2.62
7/1/2021	24HHOXXX	PHY6972FYD68	Philippines (Re	EMAD	PH	Emerging Markets	PHP	4.75	5/4/2027	228936	4689.9	76.1	1.6	0.10399	BBB2	3.28	5.08
7/1/2021	1JNC4PXX	PHY6972FWM85	Philippines (Re	EMAD	PH	Emerging Markets	PHP	3.5	4/21/2023	181772	3723.7	57.6	1.2	0.07877	BBB2	1.89	1.74
7/1/2021	2G0FLPXX	PHY6972FZP89	Philippines (Re	EMAD	PH	Emerging Markets	PHP	4.63	12/4/2022	255359.3	5231.2	81.6	1.7	0.11157	BBB2	1.77	1.38
7/1/2021	1S140IXX	PHY6972FWX41	Philippines (Re	EMAD	PH	Emerging Markets	PHP	3.5	9/20/2026	100125.7	2051.1	31.4	0.6	0.04286	BBB2	3.07	4.76
7/1/2021	25HSD6XX	PHY6972FYG99	Philippines (Re	EMAD	PH	Emerging Markets	PHP	5.25	5/18/2037	30000	614.6	9.7	0.2	0.01329	BBB2	4.78	10.78
7/1/2021	0EKZ8DXX	PHY6972FUR90	Philippines (Re	EMAD	PH	Emerging Markets	PHP	3.25	8/15/2023	141422.5	2897.1	44.6	0.9	0.06095	BBB2	2.04	2.04
7/1/2021	0V4B35XX	PHY6972FVB30	Philippines (Re	EMAD	PH	Emerging Markets	PHP	4.13	8/20/2024	119476.3	2447.5	38.9	0.8	0.05318	BBB2	2.51	2.9
7/1/2021	19FXWQXX	PHY6972FVW76	Philippines (Re	EMAD	PH	Emerging Markets	PHP	3.63	9/9/2025	288659.5	5913.3	92.6	1.9	0.12652	BBB2	2.72	3.84
7/1/2021	19FXWRXX	PHY6972FVX59	Philippines (Re	EMAD	PH	Emerging Markets	PHP	4.63	9/9/2040	182558	3739.8	54.2	1.1	0.07403	BBB2	5	12.26
7/1/2021	19FVALXX	PL0000108866	Poland (Republi	EMAD	PL	Emerging Markets	PLN	2.5	7/25/2026	46304.8	12163.1	25.1	6.6	0.43965	A2	1.26	4.67
7/1/2021	0ECBAKXX	PL0000107611	Poland (Republi	EMAD	PL	Emerging Markets	PLN	2.75	4/25/2028	35207.6	9248.1	19.2	5	0.336	A2	1.44	6.22
7/1/2021	0S9Z65XX	PL0000108197	Poland (Republi	EMAD	PL	Emerging Markets	PLN	3.25	7/25/2025	38428.5	10094.2	21.5	5.6	0.37678	A2	1.01	3.74
7/1/2021	2A1T3RXX	PL0000110151	Poland (Republi	EMAD	PL	Emerging Markets	PLN	2.5	1/25/2023	32685.4	8585.6	17.1	4.5	0.29965	A2	0.23	1.54
7/1/2021	20C1FTXX	PL0000109765	Poland (Republi	EMAD	PL	Emerging Markets	PLN	4	4/25/2047	3758.9	987.4	2.5	0.6	0.04324	A2	2.39	17.28
7/1/2021	1RQ6A2XX	PL0000109427	Poland (Republi	EMAD	PL	Emerging Markets	PLN	2.5	7/25/2027	31971.4	8398	17.4	4.6	0.30461	A2	1.38	5.52
7/1/2021	05PHM1XX	PL0000107264	Poland (Republi	EMAD	PL	Emerging Markets	PLN	4	10/25/2023	26786.9	7036.2	14.9	3.9	0.26045	A2	0.42	2.2
7/1/2021	05IGE2XX	PL0000102646	Poland (Republi	EMAD	PL	Emerging Markets	PLN	5.75	9/23/2022	22529.1	5917.8	12.5	3.3	0.21965	A2	0.16	1.18
7/1/2021	053C3QXX	PL0000105391	Poland (Republi	EMAD	PL	Emerging Markets	PLN	5.75	4/25/2029	8680.3	2280.1	5.7	1.5	0.10018	A2	1.55	6.54
7/1/2021	3PXO4CXX	PL0000111498	Poland (Republi	EMAD	PL	Emerging Markets	PLN	2.75	10/25/2029	47343.4	12435.9	26.4	6.9	0.46193	A2	1.52	7.35
7/1/2021	3YZIQRXX	PL0000111720	Poland (Republi	EMAD	PL	Emerging Markets	PLN	2.25	10/25/2024	33759.1	8867.6	18	4.7	0.31479	A2	0.74	3.17
7/1/2021	3CXCLVXX	PL0000111191	Poland (Republi	EMAD	PL	Emerging Markets	PLN	2.5	4/25/2024	32053.1	8419.5	16.9	4.5	0.297	A2	0.59	2.73
7/1/2021	4EHN2NXX	PL0000112165	Poland (Republi	EMAD	PL	Emerging Markets	PLN	0	7/25/2022	31439.1	8258.2	15.7	4.1	0.27513	A2	0.13	1.06
7/1/2021	55OHZ2XX	PL0000112728	Poland (Republi	EMAD	PL	Emerging Markets	PLN	0.75	4/25/2025	28664.2	7529.3	14.3	3.8	0.25036	A2	0.87	3.74
7/1/2021	55OI7NXX	PL0000112736	Poland (Republi	EMAD	PL	Emerging Markets	PLN	1.25	10/25/2030	33329.7	8754.9	16.3	4.3	0.28517	A2	1.61	8.63
7/1/2021	5C2KI0XX	PL0000112900	Poland (Republi	EMAD	PL	Emerging Markets	PLN	0	4/25/2023	17626.6	4630.1	8.7	2.3	0.15334	A2	0.38	1.81
7/1/2021	61MVSHXX	PL0000113460	Poland (Republi	EMAD	PL	Emerging Markets	PLN	0.25	10/25/2026	19070.3	5009.3	9	2.4	0.15689	A2	1.47	5.2
7/1/2021	5PBD2KXX	RU000A1028E3	Russian Federat	EMAD	RU	Emerging Markets	RUB	5.9	3/12/2031	483816.5	6622.7	763.8	10.5	0.6976	BBB2	7.06	7.06
7/1/2021	5RWW03XX	RU000A102BT8	Russian Federat	EMAD	RU	Emerging Markets	RUB	5.7	5/17/2028	500000	6844.3	792.4	10.8	0.72373	BBB2	6.95	5.53
7/1/2021	583CXNXX	RU000A101QE0	Russian Federat	EMAD	RU	Emerging Markets	RUB	4.5	7/16/2025	496714.3	6799.3	787.9	10.8	0.71962	BBB2	6.82	3.54
7/1/2021	4L8ET6XX	RU000A1014N4	Russian Federat	EMAD	RU	Emerging Markets	RUB	6	10/6/2027	450000	6159.8	734.2	10.1	0.6706	BBB2	6.93	5.06
7/1/2021	4UAF3FXX	RU000A101F94	Russian Federat	EMAD	RU	Emerging Markets	RUB	6.1	7/18/2035	450000	6159.8	712.8	9.8	0.65108	BBB2	7.07	8.87
7/1/2021	4UAF3GXX	RU000A101FA1	Russian Federat	EMAD	RU	Emerging Markets	RUB	5.3	10/4/2023	151476.2	2073.5	251.3	3.4	0.22954	BBB2	6.78	2.06
7/1/2021	3L381RXX	RU000A0ZZYW2	Russian Federat	EMAD	RU	Emerging Markets	RUB	7.95	10/7/2026	350000	4791	628.4	8.6	0.57393	BBB2	6.9	4.22
7/1/2021	2Q4WXFXX	RU000A0ZYUA9	Russian Federat	EMAD	RU	Emerging Markets	RUB	6.9	5/23/2029	350000	4791	592.5	8.1	0.54116	BBB2	6.95	5.99
7/1/2021	3XFSZ0XX	RU000A100A82	Russian Federat	EMAD	RU	Emerging Markets	RUB	7.65	4/10/2030	450000	6159.8	802.8	11	0.7332	BBB2	7.01	6.31
7/1/2021	3UMYZRXX	RU000A1007F4	Russian Federat	EMAD	RU	Emerging Markets	RUB	7.4	7/17/2024	398114.2	5449.6	705.8	9.7	0.64462	BBB2	6.79	2.62
7/1/2021	46NL1WXX	RU000A100MY9	Russian Federat	EMAD	RU	Emerging Markets	RUB	0.25	7/20/2044	212636	2910.7	80.3	1.1	0.07332	BBB2	7.2	20.51
7/1/2021	41HJA3XX	RU000A100EG3	Russian Federat	EMAD	RU	Emerging Markets	RUB	7.15	11/12/2025	450000	6159.8	775.2	10.6	0.708	BBB2	6.86	3.68
7/1/2021	41HJMBXX	RU000A100EF5	Russian Federat	EMAD	RU	Emerging Markets	RUB	7.7	3/16/2039	300000	4106.6	545.6	7.5	0.4983	BBB2	7.1	9.69
7/1/2021	6EM95HXX	RU000A1038Z7	Russian Federat	EMAD	RU	Emerging Markets	RUB	6.7	3/14/2029	20000	273.8	33.3	0.5	0.03037	BBB2	7.01	5.91
7/1/2021	6EM95IXX	RU000A103901	Russian Federat	EMAD	RU	Emerging Markets	RUB	6.9	7/23/2031	24111.1	330	40.1	0.5	0.03664	BBB2	7.14	7.13
7/1/2021	05R2PQXX	RU000A0JSMA2	Russian Federat	EMAD	RU	Emerging Markets	RUB	7.6	7/20/2022	293579	4018.7	520	7.1	0.47493	BBB2	6.15	0.98
7/1/2021	05QDR0XX	RU000A0JS3W6	Russian Federat	EMAD	RU	Emerging Markets	RUB	8.15	2/3/2027	350000	4791	643.9	8.8	0.5881	BBB2	6.89	4.36
7/1/2021	06VM3TXX	RU000A0JTJL3	Russian Federat	EMAD	RU	Emerging Markets	RUB	7	1/25/2023	150000	2053.3	262.4	3.6	0.23968	BBB2	6.64	1.42
7/1/2021	06VNHTXX	RU000A0JTK38	Russian Federat	EMAD	RU	Emerging Markets	RUB	7.05	1/19/2028	388050	5311.8	679.7	9.3	0.62079	BBB2	6.91	5.05
7/1/2021	1Z6QKCXX	RU000A0JXB41	Russian Federat	EMAD	RU	Emerging Markets	RUB	7.4	12/7/2022	350000	4791	602.3	8.2	0.55012	BBB2	6.4	1.34
7/1/2021	1ZSJ6HXX	RU000A0JXFM1	Russian Federat	EMAD	RU	Emerging Markets	RUB	7.7	3/23/2033	350000	4791	630.9	8.6	0.57625	BBB2	7.06	7.65
7/1/2021	24WOS7XX	RU000A0JXQF2	Russian Federat	EMAD	RU	Emerging Markets	RUB	7.1	10/16/2024	386192.5	5286.4	667.5	9.1	0.60968	BBB2	6.79	2.87
7/1/2021	1N410KXX	RU000A0JWM07	Russian Federat	EMAD	RU	Emerging Markets	RUB	7.75	9/16/2026	350000	4791	625.7	8.6	0.57149	BBB2	6.89	4.18
7/1/2021	1G9AI1XX	RU000A0JVW48	Russian Federat	EMAD	RU	Emerging Markets	RUB	8.5	9/17/2031	250000	3422.1	474.9	6.5	0.43378	BBB2	7.06	6.83
7/1/2021	2Q2DIEXX	RU000A0ZYUB7	Russian Federat	EMAD	RU	Emerging Markets	RUB	7.25	5/10/2034	350000	4791	603.9	8.3	0.5516	BBB2	7.07	8.28
7/1/2021	2Q2EEZXX	RU000A0ZYU88	Russian Federat	EMAD	RU	Emerging Markets	RUB	6.5	2/28/2024	339422.8	4646.2	583.1	8	0.53256	BBB2	6.71	2.36
7/1/2021	0EJQXMXX	RU000A0JU4L3	Russian Federat	EMAD	RU	Emerging Markets	RUB	7	8/16/2023	250000	3422.1	435.8	6	0.39805	BBB2	6.69	1.91
7/1/2021	0FY4KRXX	TH062303O600	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	4.68	6/29/2044	140057	4370	59.7	1.9	0.12432	BBB1	2.53	15.5
7/1/2021	1C9H60XX	TH062303G606	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	3.4	6/17/2036	189290	5906.1	66.9	2.1	0.13925	BBB1	2.31	11.93
7/1/2021	1CM1SDXX	TH0623A3G607	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	4	6/17/2066	186081	5806	71.9	2.2	0.14971	BBB1	3.01	23.15
7/1/2021	2EQY3OXX	TH062303H604	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	3.6	6/17/2067	141187	4405.2	50.4	1.6	0.10495	BBB1	3	23.91
7/1/2021	29VHICXX	TH0623032C00	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	2	12/17/2022	169890	5300.8	53.9	1.7	0.11228	BBB1	0.5	1.44
7/1/2021	1NJC00XX	TH062303Q605	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	2.88	6/17/2046	178985	5584.6	58.4	1.8	0.12155	BBB1	2.6	17.92
7/1/2021	1P4AL2XX	TH0623036C06	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	2.13	12/17/2026	231353	7218.5	76.4	2.4	0.15901	BBB1	0.95	5.17
7/1/2021	05SKPVXX	TH0623A3K609	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	5	6/22/2040	20000	624	8.6	0.3	0.01801	BBB1	2.42	13.38
7/1/2021	05W24DXX	TH062303HC09	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	4.26	12/12/2037	235581	7350.4	89.8	2.8	0.18688	BBB1	2.41	11.17
7/1/2021	05RVL3XX	TH0623038302	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	5.67	3/13/2028	61950	1932.9	24.9	0.8	0.05178	BBB1	1.35	5.69
7/1/2021	05S1T7XX	TH0623A3B608	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	3.65	6/20/2031	198108	6181.2	71.9	2.2	0.14974	BBB1	1.8	8.5
7/1/2021	05PZEEXX	TH0623037C05	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	3.58	12/17/2027	70780	2208.4	25	0.8	0.05202	BBB1	1.38	5.83
7/1/2021	05N0YDXX	TH0623A3C606	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	3.78	6/25/2032	246510	7691.4	90.8	2.8	0.18903	BBB1	1.9	9.18
7/1/2021	05NG4NXX	TH0623B3B607	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	4.85	6/17/2061	165902	5176.3	74	2.3	0.15403	BBB1	2.98	21.07
7/1/2021	054AX6XX	TH0623033600	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	3.63	6/16/2023	193573	6039.7	63.8	2	0.13278	BBB1	0.55	1.9
7/1/2021	053617XX	TH0623034400	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	4.5	4/9/2024	31000	967.2	10.7	0.3	0.02238	BBB1	0.6	2.62
7/1/2021	0513SHXX	TH0623032B01	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	5.13	11/8/2022	26000	811.2	8.6	0.3	0.01797	BBB1	0.51	1.31
7/1/2021	0512W1XX	TH0623036702	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	6.15	7/7/2026	49000	1528.9	19.1	0.6	0.03983	BBB1	0.87	4.46
7/1/2021	04V1U1XX	TH0623035C07	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	3.85	12/12/2025	205270.8	6404.7	72.4	2.3	0.15073	BBB1	0.78	4.13
7/1/2021	04REDIXX	TH0623033303	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	5.5	3/13/2023	50700	1581.9	17.3	0.5	0.03606	BBB1	0.53	1.62
7/1/2021	04SJYRXX	TH0623034C08	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	4.75	12/20/2024	47000	1466.5	16.7	0.5	0.0347	BBB1	0.64	3.24
7/1/2021	05HZVNXX	TH0623B3L606	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	3.8	6/14/2041	95936	2993.3	36.3	1.1	0.07549	BBB1	2.43	14.58
7/1/2021	05H2WMXX	TH0623039607	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	4.88	6/22/2029	223252	6965.7	86.9	2.7	0.18101	BBB1	1.5	6.81
7/1/2021	68H2U1XX	TH0623X3BC03	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	2	12/17/2031	82004	2558.6	26	0.8	0.05412	BBB1	1.79	9.41
7/1/2021	473SUJXX	TH062303F608	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	1.6	6/17/2035	99310	3098.6	28.8	0.9	0.05999	BBB1	2.15	12.36
7/1/2021	47Z63LXX	TH0623A34C09	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	1.45	12/17/2024	243241	7589.4	77.7	2.4	0.16168	BBB1	0.64	3.38
7/1/2021	3J7HMPXX	TH062303I602	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	3.3	6/17/2038	251339	7842.1	88	2.7	0.18318	BBB1	2.39	13.21
7/1/2021	35Y9AEXX	TH0623A33C00	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	2.4	12/17/2023	202692	6324.2	65.8	2.1	0.13702	BBB1	0.56	2.4
7/1/2021	32MHBYXX	TH0623038C04	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	2.88	12/17/2028	189210	5903.6	65	2	0.13526	BBB1	1.39	6.76
7/1/2021	4FJHVYXX	TH0623X3T603	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	1.88	6/17/2049	62374	1946.1	16.2	0.5	0.0337	BBB1	2.72	20.89
7/1/2021	4HOO0IXX	TH0623039C03	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	1.6	12/17/2029	208751	6513.3	64.9	2	0.13506	BBB1	1.59	7.88
7/1/2021	5OFLTAXX	TH0623034608	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	0.75	6/17/2024	174000	5429	54.2	1.7	0.11294	BBB1	0.62	2.93
7/1/2021	5OFLTBXX	TH062303M604	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	2	6/17/2042	60997	1903.2	17.6	0.5	0.03659	BBB1	2.45	16.83
7/1/2021	5OLRXYXX	TH0623X3L600	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	2.5	6/17/2071	31588	985.6	8.6	0.3	0.01794	BBB1	2.97	26.87
7/1/2021	5F6415XX	TH062303FC01	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	1.59	12/17/2035	100000	3120.1	28.7	0.9	0.05982	BBB1	2.19	12.76
7/1/2021	5H56PQXX	TH0623035605	Thailand (Kingd	EMAD	TH	Emerging Markets	THB	0.95	6/17/2025	238211	7432.5	74.7	2.3	0.15557	BBB1	0.69	3.88
7/1/2021	05AR9GXX	ZAG000077470	South Africa (R	EMAD	ZA	Emerging Markets	ZAR	7	2/28/2031	136200	9538.7	41.9	2.9	0.1957	BB2	9.26	6.47
7/1/2021	05JIM1XX	ZAG000030404	South Africa (R	EMAD	ZA	Emerging Markets	ZAR	6.25	3/31/2036	104262.6	7301.9	26.4	1.8	0.12323	BB2	10.08	8.23
7/1/2021	05MBSKXX	ZAG000016320	South Africa (R	EMAD	ZA	Emerging Markets	ZAR	10.5	12/21/2027	358807	25128.7	142.6	10	0.66651	BB2	7.41	4.21
7/1/2021	05LQX6XX	ZAG000096165	South Africa (R	EMAD	ZA	Emerging Markets	ZAR	7.75	2/28/2023	130737	9156.1	48.6	3.4	0.22693	BB2	5.29	1.52
7/1/2021	05P129XX	ZAG000096173	South Africa (R	EMAD	ZA	Emerging Markets	ZAR	8.75	2/28/2049	321536	22518.5	98.2	6.9	0.45907	BB2	10.47	8.83
7/1/2021	05S9A2XX	ZAG000077488	South Africa (R	EMAD	ZA	Emerging Markets	ZAR	6.5	2/28/2041	93381.9	6539.9	22.6	1.6	0.10555	BB2	10.47	8.78
7/1/2021	197DUCXX	ZAG000125980	South Africa (R	EMAD	ZA	Emerging Markets	ZAR	9	1/31/2040	141694	9923.4	45.2	3.2	0.21139	BB2	10.51	7.99
7/1/2021	16RO2JXX	ZAG000125972	South Africa (R	EMAD	ZA	Emerging Markets	ZAR	8.88	2/28/2035	193146	13526.8	63.2	4.4	0.29522	BB2	10.14	7.28
7/1/2021	0SCT0UXX	ZAG000107004	South Africa (R	EMAD	ZA	Emerging Markets	ZAR	8.25	3/31/2032	214309	15008.9	69.8	4.9	0.3263	BB2	9.56	6.68
7/1/2021	0TSWB2XX	ZAG000106972	South Africa (R	EMAD	ZA	Emerging Markets	ZAR	8.75	1/31/2045	181749	12728.6	56	3.9	0.26176	BB2	10.54	8.45
7/1/2021	0EJS4IXX	ZAG000106998	South Africa (R	EMAD	ZA	Emerging Markets	ZAR	8	1/31/2030	293350	20544.5	100.4	7	0.46928	BB2	8.88	5.83
7/1/2021	0DOO34XX	ZAG000107012	South Africa (R	EMAD	ZA	Emerging Markets	ZAR	8.5	1/31/2037	212704	14896.5	66.4	4.7	0.31027	BB2	10.34	7.66
